,Output Freq,Input Freq,Uplink Tone,Downlink Tone,Lat,Long,Call,,,IRLP
,444.02500,449.02500,203.5,,33.20980072,-87.56919861,KX4I,,1,
,444.05000,449.05000,131.8,,33.65980148,-85.83159637,KF4RGR,1,1,
,444.05000,449.05000,123.0,123.0,33.83119965,-87.27749634,N4MYI,1,1,
,444.05000,449.05000,103.5,103.5,34.77239990,-87.68659973,N4GLE,1,1,
,444.07500,449.07500,,,33.20529938,-87.52760315,W4KCQ,1,,
,444.10000,449.10000,162.2,162.2,33.55970001,-86.69889832,KK4BSK,1,1,
,444.10000,449.10000,123.0,,32.59680176,-85.23860168,WA4QHN,1,1,
,444.12500,449.12500,,,32.60990143,-85.48079681,W4LEE,1,1,
,444.12500,449.12500,100.0,,34.76060000,-85.60260000,N2EMA,1,,
,444.15000,449.15000,100.0,100.0,34.92110062,-87.66089630,KF4GZI,1,1,
,444.15000,449.15000,,,33.28570175,-86.80999756,W4TPA,1,1,
,444.17500,449.17500,,,33.64450073,-85.58419800,N4THM,1,1,
,444.17500,449.17500,151.4,,34.74509811,-86.51170349,KD4TFV,1,1,
,444.17500,449.17500,123.0,,32.64540100,-85.37830353,N4TKT,1,1,
,444.20000,449.20000,114.8,,34.22800064,-86.16649628,KN4UPN,1,1,
,444.20000,449.20000,123.0,,32.47100067,-85.00080109,WA4QHN,1,1,
,444.20000,449.20000,179.9,179.9,33.67210007,-87.06670380,W4AI,1,1,
,444.22500,449.22500,100.0,,34.73040009,-86.58609772,N4DTC,1,,
,444.22500,449.22500,,203.5,32.54370117,-86.21189880,K4GR,1,1,
,444.25000,449.25000,100.0,100.0,34.35810089,-86.29470062,KC0ONR,1,1,
,444.25000,449.25000,110.9,110.9,33.68560028,-88.07679749,KC4UG,1,,
,444.27500,449.27500,141.3,141.3,33.15119934,-85.37220001,KA4KBX,1,1,
,444.27500,449.27500,CSQ,107.2,34.60680008,-87.08830261,W4CFI,1,1,
,444.30000,449.30000,103.5,103.5,34.73040009,-86.58609772,W4XE,1,1,
,444.30000,449.30000,,,30.38120079,-87.81680298,KI4SAZ,1,,
,444.32500,449.32500,107.2,CSQ,34.36840057,-86.90859985,WR4JW,1,1,
,444.35000,449.35000,,,34.73040009,-86.58609772,W4TCL,1,1,
,444.35000,449.35000,,,33.30390167,-86.66110229,WB4CCQ,1,1,
,444.37500,449.37500,,,32.79729843,-86.56849670,W4AEC,1,,
,444.37500,449.37500,100.0,,34.73040009,-86.58609772,W4XE,1,1,
,444.40000,449.40000,110.9,110.9,33.52030182,-87.88790131,KC4UG,1,1,
,444.40000,449.40000,100.0,,34.22010040,-85.60769653,WA4OHM,1,1,
,444.40000,449.40000,79.7,,34.74480057,-87.66750336,K4VFO,1,1,
,444.42500,449.42500,131.8,,33.52069855,-86.80249786,KE4ADV,,1,
,444.42500,449.42500,203.5,203.5,34.86289978,-87.53749847,KS4QF,1,1,
,444.45000,449.45000,100.0,,32.36679840,-86.30000305,WD4JRB,1,1,
,444.47500,449.47500,100.0,100.0,32.95980072,-86.74669647,WB4UQT,1,1,
,444.47500,449.47500,88.5,,34.82559967,-87.29470062,KF4CSZ,1,1,
,444.50000,449.50000,,,34.73040009,-86.58609772,WB4LTT,,1,
,444.50000,449.50000,123.0,,30.70199966,-88.14360046,WB4QEV,1,1,
,444.50000,449.50000,100.0,100.0,32.36679840,-86.30000305,W4AP,1,1,
,444.50000,449.50000,,,33.75709915,-88.10890198,KC4UG,1,,
,444.52500,449.52500,146.2,146.2,32.94559860,-85.74800110,WA4TAL,1,1,
,444.52500,449.52500,D143,,34.48979950,-86.62640381,W4WLD,1,1,
,444.52500,449.52500,123.0,123.0,30.70700073,-88.09839630,WX4MOB,1,1,
,444.55000,449.55000,100.0,,33.24430084,-86.81639862,NR4J,1,1,
,444.57500,449.57500,100.0,,32.00630188,-86.15630341,KE4LTT,1,1,
,444.57500,449.57500,100.0,,34.79700089,-86.63919830,KB4CRG,1,1,4641
,444.57500,449.57500,210.7,210.7,33.20980072,-87.56919861,KD9Q,,1,
,444.60000,449.60000,156.7,CSQ,33.20679855,-86.57800293,KC4EUA,1,1,
,444.60000,449.60000,203.5,203.5,30.68479919,-87.85900116,N4FIV,1,1,
,444.62000,449.62000,100.0,100.0,33.48429871,-86.80870056,KA4KUN,1,1,
,444.62500,449.62500,141.3,,34.44430161,-85.71970367,W4OZK,1,1,
,444.62500,449.62500,141.3,141.3,32.36679840,-86.30000305,W4OZK,,1,
,444.65000,449.65000,,,33.51259995,-86.76029968,KA5GET,1,,
,444.65000,449.65000,,,31.10519981,-87.07219696,KI4GGH,1,1,
,444.65000,449.65000,131.8,131.8,34.79980087,-87.67729950,KQ4RA,1,1,
,444.67500,449.67500,186.2,186.2,31.22319984,-85.39050293,WR4OG,1,1,
,444.67500,449.67500,100.0,100.0,33.96649933,-86.00409698,K4VMV,1,1,
,444.67500,449.67500,,,34.50790024,-87.72859955,WX4FC,1,1,
,444.70000,449.70000,156.7,CSQ,33.39690018,-86.58219910,WA4CYA,1,1,
,444.72500,449.72500,,,33.57009888,-86.89640045,W4YMW,1,1,
,444.72500,449.72500,156.7,,33.58620071,-86.28610229,N4BRC,1,1,
,444.75000,449.75000,131.8,,33.48569870,-85.80909729,WB4GNA,1,1,
,444.75000,449.75000,131.8,131.8,34.69639969,-86.66020203,N4WGY,1,1,
,444.77500,449.77500,,,32.59339905,-85.49520111,N4NQV,1,,
,444.77500,449.77500,,CSQ,31.10519981,-87.07219696,WB4ARU,1,,
,444.77500,449.77500,186.2,186.2,31.22319984,-85.39050293,W4DHN,1,1,
,444.77500,449.77500,100.0,,34.79980087,-87.67729950,KF4GZI,1,1,
,444.77500,449.77500,,,33.96680069,-86.00319672,K4RBC,1,,
,444.77500,449.77500,123.0,123.0,31.51939964,-87.32530212,K8IDX,1,1,
,444.77500,449.77500,107.2,CSQ,34.48120117,-87.29340363,N4IDX,1,1,
,444.80000,449.80000,156.7,,32.60340118,-85.48680115,K4RY,1,1,
,444.80000,449.80000,100.0,,34.44430161,-85.71970367,KF4FWX,1,1,
,444.80000,449.80000,,,33.39500046,-86.66269684,W4RKZ,1,,
,444.82500,449.82500,131.8,CSQ,33.56100082,-86.70300293,AG4ZV,1,1,
,444.85000,449.85000,186.2,186.2,31.22319984,-85.39050293,WR4OG,1,1,
,444.85000,449.85000,,,33.68460083,-87.83080292,N4GRX,1,1,
,444.85000,449.85000,,,33.96680069,-86.00319672,KK4YOE,1,,
,444.85000,449.85000,118.8,118.8,32.51229858,-85.07140350,KF4AEJ,1,1,
,444.87500,449.87500,85.4,,33.52069855,-86.80249786,W4TPA,1,1,
,444.87500,449.87500,131.8,131.8,34.58459854,-87.79879761,W4ZZK,1,1,
,444.87500,449.87500,123.0,,32.43019867,-85.70770264,N4LTX,1,1,
,444.90000,449.90000,100.0,100.0,34.17480087,-86.84359741,N4UAI,1,1,
,444.90000,449.90000,186.2,186.2,31.22319984,-85.39050293,WR4OG,1,1,
,444.90000,449.90000,,,30.60519981,-88.18849945,W4IAX,1,1,
,444.90000,449.90000,,,33.15950012,-85.35720062,KJ4JNX,1,1,
,444.90000,449.90000,,,33.20980072,-87.56919861,N9YAY,,,
,444.92500,449.92500,151.4,,31.89130020,-85.14550018,WB4MIO,1,1,
,444.92500,449.92500,,,33.31510162,-86.89749908,KC4SIG,1,,
,444.95000,449.95000,107.2,,34.17480087,-86.84359741,WR4JW,1,1,
,444.95000,449.95000,88.5,,32.63619995,-86.32659912,K4IZN,1,1,
,444.97500,449.97500,156.7,CSQ,33.52209854,-86.85669708,WA4CYA,1,1,
,444.97500,449.97500,103.5,,34.73040009,-86.58609772,W4FMX,,1,
,444.98750,449.98750,,,30.70199966,-88.14360046,N4TAE,1,,
,446.25000,441.25000,,100.0,34.37821400,-85.77654400,KM4NDU,1,,
,927.28750,902.28750,97.4,97.4,34.79230000,-86.83220000,W4END,1,1,
,927.28750,902.28750,151.4,151.4,33.40539932,-86.81140137,KE4CAA,1,1,
,927.70000,902.70000,100.0,,33.52069855,-86.80249786,,1,1,
,927.75000,902.75000,100.0,,33.48559952,-85.80919647,WD4NOF,1,1,
,1282.50000,1262.50000,,,33.48429871,-86.80950165,KI4SBB,1,,
,1282.50000,1262.50000,,,34.49050140,-86.60420227,W4WBC,1,,
,1283.00000,1263.00000,,,33.15950012,-85.35720062,KJ4JNX,1,,
,1283.40000,1263.40000,,,33.39049911,-86.00000000,K4DSO,1,,
,1284.00000,1264.00000,,,34.73720169,-86.52950287,KI4PPF,1,,
,1284.40000,1264.40000,,,33.20529938,-87.52760315,W4KCQ,1,,
,1285.00000,1265.00000,,,33.48569870,-85.80909729,WB4GNA,1,,
,1285.00000,1265.00000,,,34.44430161,-85.71970367,KI4SAY,1,,
,1285.00000,1265.00000,,,30.39959908,-87.77610016,KI4SAZ,1,,
,1285.00000,1265.00000,,,34.47999954,-85.69400024,KI4SAY,1,,
,1285.50000,1270.50000,,,33.48429871,-86.80950165,KI4SBB,1,,
